"Provider_Number","HOSPITAL","ADDRESS","CITY","STATE",ZIP,"COUNTY","Readmit_2015","Readmit_2016","Readmit_2017","Readmit_2018","Readmit_2019","Readmit_2020"
"040014","WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE","SEARCY","AR",72143,"WHITE","1.55","0.98","0.58","0.22","0.10","No Penalty"
"040015","MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET","MENA","AR",71953,"POLK","No Penalty","0.08","0.08","0.12","0.57","0.39"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","LITTLE ROCK","AR",72205,"PULASKI","0.25","0.34","0.53","0.39","0.48","0.47"
"040017","NORTH ARKANSAS REGIONAL MEDICAL CENTER","620 NORTH MAIN STREET","HARRISON","AR",72601,"BOONE","0.79","0.01","No Penalty","0.05","0.08","0.34"
"040018","SPARKS MEDICAL CENTER - VAN BUREN","EAST MAIN AND SOUTH 20TH STREET","VAN BUREN","AR",72957,"CRAWFORD","1.45","0.74","0.14","0.30","0.22","0.54"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","FORREST CITY","AR",72335,"ST. FRANCIS","0.44","0.95","1.14","1.28","0.81","1.28"
"040020","ST BERNARDS MEDICAL CENTER","225 E JACKSON","JONESBORO","AR",72401,"CRAIGHEAD","0.55","0.43","1.61","1.94","2.21","1.88"
"040022","NORTHWEST MEDICAL CENTER-SPRINGDALE","609 WEST MAPLE AVENUE","SPRINGDALE","AR",72764,"WASHINGTON","0.83","1.08","1.28","0.87","0.75","1.04"
"040026","CHI ST. VINCENT HOSPITAL HOT SPRINGS","300 WERNER STREET","HOT SPRINGS","AR",71903,"GARLAND","No Penalty","0.07","0.18","0.92","1.89","1.77"
"040027","BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE","MOUNTAIN HOME","AR",72653,"BAXTER","1.63","0.73","0.37","0.82","0.36","1.23"
"040029","CONWAY REGIONAL HEALTH SYSTEM","2302 COLLEGE AVENUE","CONWAY","AR",72034,"FAULKNER","0.42","0.95","0.70","1.70","0.90","1.28"
"040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE","NORTH LITTLE ROCK","AR",72117,"PULASKI","0.88","1.11","1.79","1.72","1.47","0.77"
"040039","ARKANSAS METHODIST MEDICAL CENTER","900 WEST KINGSHIGHWAY","PARAGOULD","AR",72450,"GREENE","1.67","1.46","1.96","2.13","1.71","1.39"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","RUSSELLVILLE","AR",72801,"POPE","0.26","0.41","0.61","0.72","0.32","0.62"
"040047","FIVE RIVERS MEDICAL CENTER","2801 MEDICAL CENTER DRIVE","POCAHONTAS","AR",72455,"RANDOLPH","1.07","0.57","0.24","0.19","No Penalty","0.59"
"040050","OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE","CAMDEN","AR",71701,"OUACHITA","No Penalty","No Penalty","No Penalty","0.01","0.11","0.97"
"040051","DREW MEMORIAL HOSPITAL","778 SCOGIN DRIVE","MONTICELLO","AR",71655,"DREW","0.83","1.37","0.33","0.65","1.18","1.16"
"040055","SPARKS MEDICAL CENTER - FORT SMITH","1001 TOWSON AVENUE","FORT SMITH","AR",72901,"SEBASTIAN","0.42","0.42","1.17","1.82","1.22","1.16"
"040062","MERCY HOSPITAL FORT SMITH","7301 ROGERS AVE","FORT SMITH","AR",72917,"SEBASTIAN","No Penalty","0.05","0.58","1.24","1.30","1.09"
"040067","MAGNOLIA HOSPITAL","101 HOSPITAL DRIVE","MAGNOLIA","AR",71754,"COLUMBIA","0.45","0.23","1.51","1.16","0.96","0.19"
"040069","GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET","BLYTHEVILLE","AR",72315,"MISSISSIPPI","1.54","1.04","1.71","1.69","0.81","0.32"
"040071","JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE","PINE BLUFF","AR",71603,"JEFFERSON","0.25","0.49","0.73","0.58","0.56","0.85"
"040072","BAPTIST HEALTH MEDICAL CENTER-STUTTGART","1703 NORTH BUERKLE ST","STUTTGART","AR",72160,"ARKANSAS","0.64","0.20","0.37","0.66","1.43","0.93"
"040074","NORTH METRO MEDICAL CENTER","1400 BRADEN STREET","JACKSONVILLE","AR",72076,"PULASKI","1.36","0.61","0.56","0.53","0.77","1.02"
"040076","BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","1001 SCHNEIDER DRIVE","MALVERN","AR",72104,"HOT SPRING","1.03","1.01","3.00","2.26","1.99","0.49"
"040078","NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE","HOT SPRINGS","AR",71901,"GARLAND","1.93","2.16","1.87","1.90","1.31","1.17"
"040084","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE","BENTON","AR",72015,"SALINE","1.43","1.56","1.37","2.01","2.23","1.61"
"040085","HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING JR DRIVE","HELENA","AR",72342,"PHILLIPS","1.58","1.68","1.79","1.71","0.20","0.63"
"040088","MEDICAL CENTER OF SOUTH ARKANSAS","700 WEST GROVE STREET","EL DORADO","AR",71730,"UNION","0.40","0.90","0.19","0.37","No Penalty","0.10"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE","LITTLE ROCK","AR",72205,"PULASKI","0.81","0.80","0.51","0.39","0.52","0.91"
"040118","NEA BAPTIST MEMORIAL HOSPITAL","4800 EAST JOHNSON AVENUE","JONESBORO","AR",72401,"CRAIGHEAD","1.11","0.18","0.45","2.15","2.54","3.00"
"040119","WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET","BATESVILLE","AR",72503,"INDEPENDENCE","2.53","3.00","2.54","1.01","0.36","0.20"
"040134","ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD","LITTLE ROCK","AR",72211,"PULASKI","0.01","0.11","0.16","2.34","2.32","3.00"
"040137","ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE","SHERWOOD","AR",72120,"PULASKI","0.41","0.22","0.94","0.42","0.50","0.37"
"040147","ARKANSAS SURGICAL HOSPITAL","5201 NORTH SHORE DRIVE","NO LITTLE ROCK","AR",72118,"PULASKI","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"040152","NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","3873 NORTH PARKVIEW DRIVE","FAYETTEVILLE","AR",72703,"WASHINGTON","3.00","3.00","3.00","2.35","No Penalty","No Penalty"
"040153","WADLEY REGIONAL MEDICAL CENTER AT HOPE","2001 SOUTH MAIN","HOPE","AR",71801,"HEMPSTEAD","No Penalty","0.39","0.82","1.97","1.02","0.96"
"050002","ST ROSE HOSPITAL","27200 CALAROGA AVE","HAYWARD","CA",94545,"ALAMEDA","1.06","1.23","2.22","1.98","2.22","2.03"
"050006","ST JOSEPH HOSPITAL","2700 DOLBEER ST","EUREKA","CA",95501,"HUMBOLDT","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","0.16"
"050007","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","BURLINGAME","CA",94010,"SAN MATEO","No Penalty","0.02","0.01","0.06","0.02","0.01"
"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","601 DUBOCE AVE","SAN FRANCISCO","CA",94117,"SAN FRANCISCO","0.01","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050009","QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST","NAPA","CA",94558,"NAPA","0.03","0.75","0.42","No Penalty","No Penalty","0.03"
"050013","ADVENTIST HEALTH ST HELENA","10 WOODLAND ROAD","SAINT HELENA","CA",94574,"NAPA","No Penalty","No Penalty","0.19","0.23","0.14","0.08"
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","JACKSON","CA",95642,"AMADOR","0.22","0.01","0.09","0.22","0.20","0.24"
"050017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","CA",95819,"SACRAMENTO","0.07","0.10","0.53","0.59","0.50","0.25"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","CA",92501,"RIVERSIDE","0.93","0.85","0.84","0.73","0.89","0.84"
"050024","PARADISE VALLEY HOSPITAL","2400 EAST 4TH ST","NATIONAL CITY","CA",91950,"SAN DIEGO","0.05","0.05","0.11","0.37","0.06","No Penalty"
"050025","UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR","200 WEST ARBOR DRIVE","SAN DIEGO","CA",92103,"SAN DIEGO","0.21","0.23","0.16","0.12","0.02","0.07"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","CA",91942,"SAN DIEGO","0.04","0.05","0.08","0.27","0.52","0.92"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","ARCATA","CA",95521,"HUMBOLDT","No Penalty","0.09","No Penalty","0.08","0.04","No Penalty"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","CA",95966,"BUTTE","1.03","0.98","3.00","3.00","3.00","3.00"
"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST","BAKERSFIELD","CA",93301,"KERN","0.54","0.48","1.00","0.74","0.77","0.57"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE","CA",95128,"SANTA CLARA","0.10","0.10","0.30","0.10","0.03","No Penalty"
"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","CHICO","CA",95926,"BUTTE","2.05","1.25","1.56","1.04","0.74","0.36"
"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","SYLMAR","CA",91342,"LOS ANGELES","0.38","0.17","0.29","0.07","0.15","0.34"
"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","RED BLUFF","CA",96080,"TEHAMA","No Penalty","No Penalty","No Penalty","0.17","0.21","No Penalty"
"050043","ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE","OAKLAND","CA",94609,"ALAMEDA","0.91","1.42","1.34","0.58","0.05","No Penalty"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","CA",92243,"IMPERIAL","0.90","0.45","0.32","0.05","0.02","0.01"
"050047","CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS","1101 VAN NESS AVENUE","SAN FRANCISCO","CA",94109,"SAN FRANCISCO","0.01","0.17","0.19","0.46","0.18","0.26"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","CA",92220,"RIVERSIDE","0.21","0.26","No Penalty","0.08","0.22","0.44"
"050055","CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","CA",94110,"SAN FRANCISCO","0.22","0.37","0.21","0.54","0.43","0.41"
"050056","ANTELOPE VALLEY HOSPITAL","1600 W AVE J","LANCASTER","CA",93534,"LOS ANGELES","0.33","0.50","0.87","0.81","0.57","0.76"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","CA",93291,"TULARE","No Penalty","0.08","0.12","0.12","0.25","0.19"
"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","CA",91204,"LOS ANGELES","1.61","0.78","1.20","0.94","0.63","0.06"
"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA",93721,"FRESNO","0.43","0.61","0.93","1.10","1.08","0.66"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","CA",90027,"LOS ANGELES","0.82","0.86","1.21","0.69","0.92","1.48"
"050067","OAK VALLEY HOSPITAL DISTRICT","350 S OAK AVE","OAKDALE","CA",95361,"STANISLAUS","0.29","0.22","0.52","0.57","0.15","0.32"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","CA",92868,"ORANGE","0.06","0.04","No Penalty","No Penalty","0.14","0.05"
"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","CA",94080,"SAN MATEO","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","CA",95051,"SANTA CLARA","0.08","No Penalty","0.01","0.04","No Penalty","0.02"
"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN STREET","WALNUT CREEK","CA",94596,"CONTRA COSTA","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","CA",94589,"SOLANO","No Penalty","0.02","0.25","0.11","0.04","No Penalty"
"050075","KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","275 WEST MACARTHUR BOULEVARD","OAKLAND","CA",94611,"ALAMEDA","0.05","0.04","0.03","0.02","0.03","0.06"
"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","CA",94115,"SAN FRANCISCO","0.06","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","CA",92103,"SAN DIEGO","0.55","0.84","0.77","1.05","0.77","0.81"
"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","CA",90732,"LOS ANGELES","0.23","0.47","0.43","0.16","0.12","0.04"
"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","CA",93030,"VENTURA","0.72","0.54","0.50","0.13","0.33","0.10"
"050084","ST JOSEPH'S MEDICAL CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","CA",95204,"SAN JOAQUIN","0.02","0.21","0.66","0.51","0.44","0.48"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA",92411,"SAN BERNARDINO","0.06","0.08","0.13","0.09","0.30","0.49"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA",95476,"SONOMA","No Penalty","No Penalty","No Penalty","0.04","No Penalty","No Penalty"
"050091","COMMUNITY HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","CA",90255,"LOS ANGELES","1.18","1.02","1.21","1.28","0.22","0.37"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","CA",93710,"FRESNO","0.62","0.79","0.78","0.87","0.18","0.17"
"050096","WEST COVINA MEDICAL CENTER, INC","725 S ORANGE AVE","WEST COVINA","CA",91790,"LOS ANGELES","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050099","SAN ANTONIO REGIONAL HOSPITAL","999 SAN BERNARDINO ROAD","UPLAND","CA",91786,"SAN BERNARDINO","0.36","0.07","0.11","0.24","0.43","0.62"
"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","CA",92123,"SAN DIEGO","0.03","0.02","0.01","0.16","0.27","0.12"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","CA",94589,"SOLANO","0.13","1.45","2.01","3.00","2.06","2.27"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","CA",92503,"RIVERSIDE","0.78","0.43","0.41","1.51","1.93","2.11"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","CA",90033,"LOS ANGELES","0.28","0.33","0.56","0.36","0.43","0.14"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","CA",90262,"LOS ANGELES","No Penalty","No Penalty","0.10","0.06","0.15","0.33"
"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","CA",93454,"SANTA BARBARA","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","0.13"
"050108","SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE","SACRAMENTO","CA",95816,"SACRAMENTO","0.05","0.08","0.13","0.05","0.02","0.04"
"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","CA",93436,"SANTA BARBARA","0.01","0.07","0.14","0.20","0.85","0.77"
"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA","CA",90404,"LOS ANGELES","1.08","1.34","1.99","0.85","0.57","0.38"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","CA",94403,"SAN MATEO","No Penalty","No Penalty","0.08","0.25","0.02","No Penalty"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 EAST VALLEY PARKWAY","ESCONDIDO","CA",92025,"SAN DIEGO","No Penalty","No Penalty","0.01","0.16","0.17","0.10"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","CA",91325,"LOS ANGELES","0.32","0.36","0.71","0.65","0.43","0.59"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH STREET","MANTECA","CA",95336,"SAN JOAQUIN","0.99","1.28","0.83","0.74","0.66","0.70"
"050121","ADVENTIST HEALTH HANFORD","115 MALL DRIVE","HANFORD","CA",93230,"KINGS","0.55","0.82","0.90","0.56","0.52","0.90"
"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","STOCKTON","CA",95203,"SAN JOAQUIN","1.90","0.17","0.52","0.35","No Penalty","1.52"
"050124","USC VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","GLENDALE","CA",91209,"LOS ANGELES","0.06","0.15","1.16","1.92","2.25","2.29"
"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE","CA",95116,"SANTA CLARA","0.65","1.18","1.55","2.51","2.65","2.27"
"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","VAN NUYS","CA",91406,"LOS ANGELES","1.39","0.14","0.52","1.42","1.17","1.06"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","CA",95695,"YOLO","0.12","0.34","0.15","No Penalty","0.38","0.70"
"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","OCEANSIDE","CA",92056,"SAN DIEGO","0.06","0.44","0.37","0.60","0.10","0.02"
"050129","ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO","CA",92404,"SAN BERNARDINO","0.20","0.32","0.56","0.98","0.92","0.92"
"050131","NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY","NOVATO","CA",94945,"MARIN","0.32","1.59","0.14","0.13","0.03","0.22"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","SAN GABRIEL","CA",91776,"LOS ANGELES","0.81","1.17","1.21","1.17","0.34","0.03"
"050133","ADVENTIST HEALTH AND RIDEOUT","726 4TH ST","MARYSVILLE","CA",95901,"YUBA","0.62","0.75","0.97","0.92","0.54","0.31"
"050135","SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD","6245 DE LONGPRE AVE","HOLLYWOOD","CA",90028,"LOS ANGELES","0.03","0.14","0.82","0.55","0.11","0.55"
"050136","PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD","PETALUMA","CA",94954,"SONOMA","No Penalty","0.02","No Penalty","No Penalty","No Penalty","0.72"
"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","PANORAMA CITY","CA",91402,"LOS ANGELES","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","LOS ANGELES","CA",90027,"LOS ANGELES","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","0.05"
"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","DOWNEY","CA",90242,"LOS ANGELES","No Penalty","No Penalty","0.08","No Penalty","No Penalty","No Penalty"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","FONTANA","CA",92335,"SAN BERNARDINO","0.11","0.09","0.17","0.08","0.02","No Penalty"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","MONTEREY","CA",93940,"MONTEREY","No Penalty","No Penalty","0.02","No Penalty","No Penalty","No Penalty"
"050149","CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE","LOS ANGELES","CA",90015,"LOS ANGELES","0.88","0.70","0.56","0.29","0.20","0.19"
"050150","SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY","GRASS VALLEY","CA",95945,"NEVADA","0.50","0.23","0.54","0.49","0.55","0.12"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","CA",94109,"SAN FRANCISCO","0.53","0.22","0.83","0.31","0.06","0.05"
"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","SAN JOSE","CA",95128,"SANTA CLARA","0.22","0.14","0.75","0.49","0.12","0.53"
"050158","ENCINO HOSPITAL MEDICAL CENTER","16237 VENTURA BLVD","ENCINO","CA",91436,"LOS ANGELES","0.35","0.15","1.15","0.89","0.50","0.16"
"050159","VENTURA COUNTY MEDICAL CENTER","300 HILLMONT AVENUE","VENTURA","CA",93003,"VENTURA","0.19","0.01","0.05","0.15","0.35","0.39"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP","CA",95231,"SAN JOAQUIN","No Penalty","0.02","0.12","0.40","0.24","0.32"
"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","FULLERTON","CA",92835,"ORANGE","0.07","0.10","0.07","0.02","0.07","No Penalty"
"050169","PIH HEALTH HOSPITAL-WHITTIER","12401 WASHINGTON BLVD","WHITTIER","CA",90602,"LOS ANGELES","No Penalty","No Penalty","0.06","0.72","1.05","1.38"
"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","SANTA ROSA","CA",95405,"SONOMA","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050179","EMANUEL MEDICAL CENTER","825 DELBON AVE","TURLOCK","CA",95382,"STANISLAUS","1.89","1.47","1.40","1.75","2.03","3.00"
"050180","JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS","1601 YGNACIO VALLEY RD","WALNUT CREEK","CA",94598,"CONTRA COSTA","No Penalty","0.05","0.20","0.25","0.54","0.56"
"050189","GEORGE L MEE MEMORIAL HOSPITAL","300 CANAL STREET","KING CITY","CA",93930,"MONTEREY","0.19","0.27","0.09","0.04","No Penalty","No Penalty"
"050191","ST MARY MEDICAL CENTER","1050 LINDEN AVE","LONG BEACH","CA",90813,"LOS ANGELES","0.21","0.13","0.43","0.35","0.51","0.13"
"050192","ADVENTIST HEALTH REEDLEY","372 W CYPRESS AVE","REEDLEY","CA",93654,"FRESNO","0.09","No Penalty","0.01","No Penalty","No Penalty","No Penalty"
"050194","WATSONVILLE COMMUNITY HOSPITAL","75 NIELSON STREET","WATSONVILLE","CA",95076,"SANTA CRUZ","0.36","0.33","0.48","0.93","0.51","0.39"
"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","FREMONT","CA",94538,"ALAMEDA","1.24","0.75","1.55","1.23","1.71","1.42"
"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","REDWOOD CITY","CA",94062,"SAN MATEO","0.01","0.08","No Penalty","No Penalty","No Penalty","No Penalty"
"050204","PALMDALE REGIONAL MEDICAL CENTER","38600 MEDICAL CENTER DRIVE","PALMDALE","CA",93552,"LOS ANGELES","0.77","0.17","0.51","0.38","0.55","0.83"
"050205","GLENDORA COMMUNITY HOSPITAL","150 WEST ROUTE 66","GLENDORA","CA",91740,"LOS ANGELES","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"050211","ALAMEDA HOSPITAL","2070 CLINTON AVENUE","ALAMEDA","CA",94501,"ALAMEDA","0.73","0.48","1.83","1.05","0.51","0.53"
"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","CHULA VISTA","CA",91911,"SAN DIEGO","0.40","0.44","0.57","0.48","0.50","0.33"
"050224","HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ONE HOAG DRIVE","NEWPORT BEACH","CA",92663,"ORANGE","No Penalty","0.04","No Penalty","0.04","0.26","0.37"
"050225","ADVENTIST HEALTH FEATHER RIVER","5974 PENTZ ROAD","PARADISE","CA",95969,"BUTTE","1.15","0.76","0.01","No Penalty","0.01","No Penalty"
"050226","AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE","ANAHEIM","CA",92801,"ORANGE","0.80","0.85","0.42","0.27","0.21","0.07"
"050228","ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR","1001 POTRERO AVENUE","SAN FRANCISCO","CA",94110,"SAN FRANCISCO","0.24","0.34","0.55","0.10","No Penalty","0.07"
"050230","GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD","GARDEN GROVE","CA",92843,"ORANGE","0.13","0.01","0.04","0.10","0.05","0.44"
"050231","POMONA VALLEY HOSPITAL MEDICAL CENTER","1798 N GAREY AVE","POMONA","CA",91767,"LOS ANGELES","0.41","0.10","0.20","0.37","0.62","0.67"
"050232","FRENCH HOSPITAL MEDICAL CENTER","1911 JOHNSON AVE","SAN LUIS OBISPO","CA",93401,"SAN LUIS OBISPO","0.02","No Penalty","0.04","No Penalty","No Penalty","0.16"
"050234","SHARP CORONADO HOSPITAL AND HLTHCR CTR","250 PROSPECT PLACE","CORONADO","CA",92118,"SAN DIEGO","0.02","0.15","0.06","0.02","No Penalty","No Penalty"
"050235","PROVIDENCE SAINT JOSEPH MEDICAL CTR","501 SOUTH BUENA VISTA STREET","BURBANK","CA",91505,"LOS ANGELES","0.31","0.36","0.94","0.91","0.75","0.70"
"050236","ADVENTIST HEALTH SIMI VALLEY","2975 N SYCAMORE DR","SIMI VALLEY","CA",93065,"VENTURA","0.75","0.40","1.13","0.88","0.59","0.29"
"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","ARCADIA","CA",91006,"LOS ANGELES","0.16","0.15","0.03","0.02","0.14","0.31"
"050239","GLENDALE ADVENTIST MEDICAL CENTER","1509 E WILSON TERRACE","GLENDALE","CA",91206,"LOS ANGELES","0.86","0.87","2.51","1.93","1.35","0.67"
"050242","DOMINICAN HOSPITAL","1555 SOQUEL DRIVE","SANTA CRUZ","CA",95065,"SANTA CRUZ","No Penalty","No Penalty","0.03","0.10","0.60","0.63"
