SUB,Subject,LOCATION,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
VALADDAC_T1G,Value added in real estate activities,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,11.958576,,
VALADDAC_T1G,Value added in real estate activities,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,12.217319,,
VALADDAC_T1G,Value added in real estate activities,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,12.486639,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,0.9736106,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,-0.72799897,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,1.1443529,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,1.4265549,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,-7.9012294,,
EVOVA_T1B,Real value added in industry; including energy,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,3.8949424,,
EVOVA_T1B,Real value added in industry; including energy,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,3.4311262,,
EVOVA_T1B,Real value added in industry; including energy,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,3.9155013,,
EVOVA_T1B,Real value added in industry; including energy,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,3.278682,,
EVOVA_T1B,Real value added in industry; including energy,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,2.0692409,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,4.3774142,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,2.9435447,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,0.20329489,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,2.4298483,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,3.0232545,,
EVOVA_T1E,Real value added in Information and communication,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,1.1847867,,
EVOVA_T1E,Real value added in Information and communication,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,-0.13858642,,
EVOVA_T1E,Real value added in Information and communication,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,4.0982214,,
EVOVA_T1E,Real value added in Information and communication,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,7.2180656,,
EVOVA_T1E,Real value added in Information and communication,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,7.295473,,
EVOVA_T1F,Real value added in financial and insurance activities,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,5.0785085,,
EVOVA_T1F,Real value added in financial and insurance activities,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,3.2649664,,
EVOVA_T1F,Real value added in financial and insurance activities,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,2.3944947,,
EVOVA_T1F,Real value added in financial and insurance activities,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,4.7742817,,
EVOVA_T1F,Real value added in financial and insurance activities,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,4.9423055,,
EVOVA_T1G,Real value added in real estate activities,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,2.7328045,,
EVOVA_T1G,Real value added in real estate activities,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,2.7417733,,
EVOVA_T1G,Real value added in real estate activities,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,2.4671728,,
EVOVA_T1G,Real value added in real estate activities,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,1.4368818,,
EVOVA_T1G,Real value added in real estate activities,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,3.6257139,,
SME_T1C,Number of employees in manufacturing in enterprises with 20-49 persons engaged,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,31.65324,,
SME_T1E,Number of employees in manufacturing in enterprises with 250 or more persons engaged,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,38.150728,,
SME_T1F,Number of enterprises in manufacturing with less than 10 persons engaged,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,94.019541,,
SME_T1J,Number of enterprises in manufacturing with 250 or more persons engaged,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,0.49702096,,
NATINCCAP_T1,Gross national income per capita,AUS,Australia,2011,2011,USD,US Dollar,0,Units,,,43068.356,,
NATINCCAP_T1,Gross national income per capita,AUS,Australia,2012,2012,USD,US Dollar,0,Units,,,42787.761,,
NATINCCAP_T1,Gross national income per capita,AUS,Australia,2013,2013,USD,US Dollar,0,Units,,,46511.409,,
NATINCCAP_T1,Gross national income per capita,AUS,Australia,2014,2014,USD,US Dollar,0,Units,,,46664.711,,
NATINCCAP_T1,Gross national income per capita,AUS,Australia,2015,2015,USD,US Dollar,0,Units,,,46213.001,,
HOUSINC_T1,Real household disposable income,AUS,Australia,2011,2011,GRWH,Growth rate,0,Units,,,3.5210323,,
HOUSINC_T1,Real household disposable income,AUS,Australia,2012,2012,GRWH,Growth rate,0,Units,,,0.27889183,,
HOUSINC_T1,Real household disposable income,AUS,Australia,2013,2013,GRWH,Growth rate,0,Units,,,2.8596653,,
HOUSINC_T1,Real household disposable income,AUS,Australia,2014,2014,GRWH,Growth rate,0,Units,,,2.4424181,,
HOUSINC_T1,Real household disposable income,AUS,Australia,2015,2015,GRWH,Growth rate,0,Units,,,0.58897962,,
HOUSSAVE_T1,Household net saving rates,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,8.8371538,,
HOUSSAVE_T1,Household net saving rates,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,7.482216,,
HOUSSAVE_T1,Household net saving rates,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,7.8610537,,
HOUSSAVE_T1,Household net saving rates,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,7.9470645,,
HOUSSAVE_T1,Household net saving rates,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,5.9666868,,
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),AUS,Australia,2012,2012,0_TO_1,0-1 scale,0,Units,,,0.326,,
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),AUS,Australia,2014,2014,0_TO_1,0-1 scale,0,Units,,,0.337,,
INCINEQUAL_T1B,Income inequality: Palma (S90/S40 disposable income decile share),AUS,Australia,2012,2012,S90S40,S90/S40 decile share,0,Units,,,1.2,,
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,AUS,Australia,2012,2012,S80S20,S80/S20 quintile share,0,Units,,,5.5,,
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,AUS,Australia,2014,2014,S80S20,S80/S20 quintile share,0,Units,,,5.7,,
INCINEQUAL_T1E,Income inequality: P90/P10 disposable income decile ratio,AUS,Australia,2012,2012,P90P10,Interdecile ratio P90/P10,0,Units,,,4.4,,
INCINEQUAL_T1E,Income inequality: P90/P10 disposable income decile ratio,AUS,Australia,2014,2014,P90P10,Interdecile ratio P90/P10,0,Units,,,4.3,,
INCINEQUAL_T1F,Income inequality: P90/P50 disposable income decile ratio ,AUS,Australia,2012,2012,P90P50,Interdecile ratio P90/P50,0,Units,,,2,,
INCINEQUAL_T1F,Income inequality: P90/P50 disposable income decile ratio ,AUS,Australia,2014,2014,P90P50,Interdecile ratio P90/P50,0,Units,,,2,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,23.12665,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,22.03436,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,22.08017,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,22.15061,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,22.38787,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,0.2651121,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,0.2106314,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,0.1741311,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,0.2066048,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,0.1809605,,
HOUSWEALTH_T1C,Financial asset of households: equity,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,19.75718,,
HOUSWEALTH_T1C,Financial asset of households: equity,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,18.58709,,
HOUSWEALTH_T1C,Financial asset of households: equity,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,18.41206,,
HOUSWEALTH_T1C,Financial asset of households: equity,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,18.74725,,
HOUSWEALTH_T1C,Financial asset of households: equity,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,18.97153,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,52.03177,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,54.90641,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,55.25633,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,55.27889,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,55.27685,,
HOUSDEBT_T1,Households debt,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,187.6383,,
HOUSDEBT_T1,Households debt,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,188.6414,,
HOUSDEBT_T1,Households debt,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,189.7901,,
HOUSDEBT_T1,Households debt,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,193.3834,,
HOUSDEBT_T1,Households debt,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,202.2312,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,AUS,Australia,2011,2011,USD,US Dollar,0,Units,,,43605.906,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,AUS,Australia,2012,2012,USD,US Dollar,0,Units,,,43641.92,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,AUS,Australia,2013,2013,USD,US Dollar,0,Units,,,48044.161,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,AUS,Australia,2014,2014,USD,US Dollar,0,Units,,,49797.339,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,AUS,Australia,2015,2015,USD,US Dollar,0,Units,,,50902.026,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,AUS,Australia,2011,2011,USD,US Dollar,0,Units,,,89344.709,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,AUS,Australia,2012,2012,USD,US Dollar,0,Units,,,90911.147,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,AUS,Australia,2013,2013,USD,US Dollar,0,Units,,,105499.96,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,AUS,Australia,2014,2014,USD,US Dollar,0,Units,,,118539.96,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,AUS,Australia,2015,2015,USD,US Dollar,0,Units,,,122170.56,,
HOUSNONFIN_T1C,Non-financial assets of households: other,AUS,Australia,2011,2011,USD,US Dollar,0,Units,,,15967.108,,
HOUSNONFIN_T1C,Non-financial assets of households: other,AUS,Australia,2012,2012,USD,US Dollar,0,Units,,,15794.491,,
HOUSNONFIN_T1C,Non-financial assets of households: other,AUS,Australia,2013,2013,USD,US Dollar,0,Units,,,17359.24,,
HOUSNONFIN_T1C,Non-financial assets of households: other,AUS,Australia,2014,2014,USD,US Dollar,0,Units,,,18036.139,,
HOUSNONFIN_T1C,Non-financial assets of households: other,AUS,Australia,2015,2015,USD,US Dollar,0,Units,,,17916.83,,
TRADEGDP_T1A,International imports in goods and services,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,21.729518,,
TRADEGDP_T1A,International imports in goods and services,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,21.252263,,
TRADEGDP_T1A,International imports in goods and services,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,21.467035,,
TRADEGDP_T1A,International imports in goods and services,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,21.512295,,
TRADEGDP_T1A,International imports in goods and services,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,21.505627,,
TRADEGDP_T1B,International exports in goods and services,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,21.480828,,
TRADEGDP_T1B,International exports in goods and services,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,19.956168,,
TRADEGDP_T1B,International exports in goods and services,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,21.039455,,
TRADEGDP_T1B,International exports in goods and services,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,19.987417,,
TRADEGDP_T1B,International exports in goods and services,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,19.233224,,
MERTRADE_T2,Imports of goods,AUS,Australia,2014,2014,USD,US Dollar,9,Billions,,,227.54423,,
MERTRADE_T1,Trade balance of goods,AUS,Australia,2014,2014,USD,US Dollar,9,Billions,,,12.900453,,
MERTRADE_T3,Exports of goods,AUS,Australia,2014,2014,USD,US Dollar,9,Billions,,,240.44468,,
SVCTRADE_T1,Trade balance of services,AUS,Australia,2011,2011,USD,US Dollar,9,Billions,,,-11.42915,,
SVCTRADE_T1,Trade balance of services,AUS,Australia,2012,2012,USD,US Dollar,9,Billions,,,-15.62686,,
SVCTRADE_T1,Trade balance of services,AUS,Australia,2013,2013,USD,US Dollar,9,Billions,,,-17.71701,,
SVCTRADE_T1,Trade balance of services,AUS,Australia,2014,2014,USD,US Dollar,9,Billions,,,-11.94923,,
SVCTRADE_T1,Trade balance of services,AUS,Australia,2015,2015,USD,US Dollar,9,Billions,,,-8.830246,,
SVCTRADE_T2,Imports of services,AUS,Australia,2011,2011,USD,US Dollar,9,Billions,,,69.53654,,
SVCTRADE_T2,Imports of services,AUS,Australia,2012,2012,USD,US Dollar,9,Billions,,,74.17866,,
SVCTRADE_T2,Imports of services,AUS,Australia,2013,2013,USD,US Dollar,9,Billions,,,75.5959,,
SVCTRADE_T2,Imports of services,AUS,Australia,2014,2014,USD,US Dollar,9,Billions,,,71.02566,,
SVCTRADE_T2,Imports of services,AUS,Australia,2015,2015,USD,US Dollar,9,Billions,,,63.71497,,
SVCTRADE_T3,Exports of services,AUS,Australia,2011,2011,USD,US Dollar,9,Billions,,,58.10739,,
SVCTRADE_T3,Exports of services,AUS,Australia,2012,2012,USD,US Dollar,9,Billions,,,58.55181,,
SVCTRADE_T3,Exports of services,AUS,Australia,2013,2013,USD,US Dollar,9,Billions,,,57.87889,,
SVCTRADE_T3,Exports of services,AUS,Australia,2014,2014,USD,US Dollar,9,Billions,,,59.07643,,
SVCTRADE_T3,Exports of services,AUS,Australia,2015,2015,USD,US Dollar,9,Billions,,,54.88473,,
FDIFLSTK_T1A,Outflows of foreign direct investment,AUS,Australia,2011,2011,USD,US Dollar,6,Millions,,,1716.3486,,
FDIFLSTK_T1A,Outflows of foreign direct investment,AUS,Australia,2012,2012,USD,US Dollar,6,Millions,,,6737.06,,
FDIFLSTK_T1A,Outflows of foreign direct investment,AUS,Australia,2013,2013,USD,US Dollar,6,Millions,,,1579.506,,
FDIFLSTK_T1A,Outflows of foreign direct investment,AUS,Australia,2014,2014,USD,US Dollar,6,Millions,,,2113.7552,,
FDIFLSTK_T1B,Inflows of foreign direct investment,AUS,Australia,2011,2011,USD,US Dollar,6,Millions,,,58905.621,,
FDIFLSTK_T1B,Inflows of foreign direct investment,AUS,Australia,2012,2012,USD,US Dollar,6,Millions,,,58969.979,,
FDIFLSTK_T1B,Inflows of foreign direct investment,AUS,Australia,2013,2013,USD,US Dollar,6,Millions,,,56946.16,,
FDIFLSTK_T1B,Inflows of foreign direct investment,AUS,Australia,2014,2014,USD,US Dollar,6,Millions,,,47742.023,,
BOP_T1,Current account balance,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,-3.081395,,
BOP_T1,Current account balance,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,-4.296699,,
BOP_T1,Current account balance,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,-3.3834,,
BOP_T1,Current account balance,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,-3.069917,,
BOP_T1,Current account balance,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,-4.646523,,
LTINTRST_T1,Long-term interest rates,AUS,Australia,2011,2011,PC,Percentage,0,Units,,,4.879583,,
LTINTRST_T1,Long-term interest rates,AUS,Australia,2012,2012,PC,Percentage,0,Units,,,3.379167,,
LTINTRST_T1,Long-term interest rates,AUS,Australia,2013,2013,PC,Percentage,0,Units,,,3.697292,,
LTINTRST_T1,Long-term interest rates,AUS,Australia,2014,2014,PC,Percentage,0,Units,,,3.656667,,
LTINTRST_T1,Long-term interest rates,AUS,Australia,2015,2015,PC,Percentage,0,Units,,,2.710833,,
INTLCOMP_T1,Real effective exchange rates,AUS,Australia,2011,2011,IDX,Index,0,Units,2010_100,2010=100,119.22841,,
INTLCOMP_T1,Real effective exchange rates,AUS,Australia,2012,2012,IDX,Index,0,Units,2010_100,2010=100,120.77348,,
INTLCOMP_T1,Real effective exchange rates,AUS,Australia,2013,2013,IDX,Index,0,Units,2010_100,2010=100,114.5954,,
INTLCOMP_T1,Real effective exchange rates,AUS,Australia,2014,2014,IDX,Index,0,Units,2010_100,2010=100,109.34045,,
INTLCOMP_T1,Real effective exchange rates,AUS,Australia,2015,2015,IDX,Index,0,Units,2010_100,2010=100,100,,
